hospital_id,city,symptom,predicted_disease,specialization,consultation_fee,estimated_meds_cost,total_estimated_cost,wait_time_mins,hospital_rating,doctor_exp_years,languages,distance_km,insurance_accepted,match_score
HOSP_0686,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,1898,2398,43,4.8,15,"English, Hindi",8.6,1,83
HOSP_0687,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,438,938,72,3.8,5,"English, Kannada",5.6,0,75
HOSP_0688,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,1069,1369,38,3.5,8,"English, Tamil",10.5,0,73
HOSP_0689,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,3205,4005,32,4.1,25,"English, Hindi, Telugu",20.4,1,65
HOSP_0690,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,1340,1840,54,4.0,5,"English, Kannada",20.4,1,81
HOSP_0691,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,566,1366,83,3.6,19,"English, Telugu",13.7,1,89
HOSP_0692,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,330,830,25,3.7,4,"English, Hindi",0.9,1,96
HOSP_0693,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,3039,3839,59,4.9,22,"English, Hindi, Telugu",2.3,1,61
HOSP_0694,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,2004,3004,81,4.5,21,"English, Hindi, Telugu",21.9,1,84
HOSP_0695,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,2679,2979,19,4.4,9,"English, Hindi, Telugu",1.3,1,79
HOSP_0696,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,2547,2747,64,4.5,18,"English, Telugu",6.9,1,98
HOSP_0697,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,1027,2027,61,4.2,10,"English, Telugu",0.9,1,91
HOSP_0698,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,3178,3678,83,3.9,11,"English, Telugu",21.9,1,66
HOSP_0699,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,359,1159,69,4.1,28,"English, Telugu",11.6,0,74
HOSP_0700,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,700,900,37,4.3,19,"English, Telugu",13.6,1,78
HOSP_0701,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,2813,3613,37,4.0,3,"English, Telugu",14.9,0,76
HOSP_0702,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,1294,2294,48,4.0,6,"English, Telugu",6.4,0,86
HOSP_0703,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,521,1321,21,4.0,28,"English, Kannada",7.8,1,95
HOSP_0704,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,1606,2606,34,4.6,11,"English, Kannada",16.8,1,79
HOSP_0705,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,1424,1624,84,4.9,17,"English, Hindi, Telugu",21.4,1,66
HOSP_0706,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,1290,1590,43,3.7,19,"English, Kannada",2.5,1,86
HOSP_0707,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,637,1137,32,4.9,11,"English, Kannada",11.6,1,81
HOSP_0708,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,3207,4007,77,4.8,19,"English, Kannada",18.3,1,74
HOSP_0709,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,2810,3610,43,4.3,28,"English, Kannada",0.9,1,63
HOSP_0710,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,1925,2225,89,4.2,4,"English, Tamil",18.6,1,77
HOSP_0711,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,2037,3037,23,4.9,14,"English, Kannada",4.7,1,87
HOSP_0712,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,320,520,24,4.6,21,"English, Hindi, Telugu",4.3,1,82
HOSP_0713,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2311,2811,86,4.1,21,"English, Tamil",1.9,1,92
HOSP_0714,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,2902,3102,20,4.3,5,"English, Kannada",4.7,1,61
HOSP_0715,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,1479,2479,28,3.5,19,"English, Tamil",2.7,1,83
HOSP_0716,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1370,1620,89,4.5,26,"English, Hindi",23.1,1,87
HOSP_0717,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,2230,3030,49,4.7,12,"English, Kannada",12.4,1,87
HOSP_0718,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,2656,3456,86,3.9,6,"English, Hindi, Telugu",3.1,1,67
HOSP_0719,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,1037,1837,21,4.6,9,"English, Kannada",1.7,1,97
HOSP_0720,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,1687,1937,39,4.4,7,"English, Tamil",12.8,1,79
HOSP_0721,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1171,1471,81,4.1,25,"English, Hindi, Telugu",5.8,1,78
HOSP_0722,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,509,809,55,3.8,12,"English, Hindi",18.1,1,78
HOSP_0723,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,500,3358,3858,33,4.4,23,"English, Tamil",21.0,1,69
HOSP_0724,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,2094,3094,89,4.9,14,"English, Tamil",8.9,0,89
HOSP_0725,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,1672,1922,88,4.4,25,"English, Hindi, Telugu",15.7,1,65
HOSP_0726,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,2502,3302,15,4.6,3,"English, Hindi, Telugu",3.0,1,93
HOSP_0727,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,2077,2377,85,4.6,24,"English, Kannada",17.6,1,83
HOSP_0728,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,2011,3011,22,3.5,5,"English, Hindi",4.5,1,96
HOSP_0729,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,3450,3700,31,4.8,16,"English, Kannada",18.3,1,92
HOSP_0730,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,1528,2328,35,4.0,7,"English, Telugu",17.3,1,72
HOSP_0731,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,2586,2786,60,4.2,11,"English, Hindi",8.2,1,69
HOSP_0732,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,2564,2764,25,4.1,6,"English, Hindi, Telugu",6.5,1,99
HOSP_0733,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,1097,1597,26,3.9,15,"English, Kannada",16.4,0,63
HOSP_0734,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,1800,2800,89,4.5,28,"English, Hindi, Telugu",25.0,1,66
HOSP_0735,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,2921,3171,87,4.2,15,"English, Hindi, Telugu",17.0,1,83
HOSP_0736,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,2488,2738,45,4.2,29,"English, Hindi",20.8,1,68
HOSP_0737,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,1314,2114,45,4.9,28,"English, Tamil",3.1,1,84
HOSP_0738,Bangalore,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,1803,2803,81,5.0,9,"English, Hindi, Telugu",20.9,1,67
HOSP_0739,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,1612,1912,56,4.2,16,"English, Tamil",8.6,1,88
HOSP_0740,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,1531,1731,33,4.3,10,"English, Hindi, Telugu",7.8,1,90
HOSP_0741,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,802,1302,31,3.7,9,"English, Telugu",22.2,1,98
HOSP_0742,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,2981,3981,57,3.7,4,"English, Hindi",4.3,0,67
HOSP_0743,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,3103,3353,45,4.9,26,"English, Hindi",13.1,1,79
HOSP_0744,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,2568,2768,68,3.9,10,"English, Tamil",16.6,1,96
HOSP_0745,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,2209,2509,47,3.6,24,"English, Kannada",21.1,0,82
HOSP_0746,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,3366,3666,52,4.5,19,"English, Kannada",17.4,0,69
HOSP_0747,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,2392,2642,73,3.9,19,"English, Kannada",18.3,1,70
HOSP_0748,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,986,1986,48,4.6,19,"English, Kannada",3.6,1,77
HOSP_0749,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,2650,2950,20,3.7,18,"English, Telugu",12.6,0,71
HOSP_0750,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,3170,4170,15,4.1,23,"English, Hindi, Telugu",22.3,1,66
HOSP_0751,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,2441,3241,85,3.6,28,"English, Tamil",1.4,1,63
HOSP_0752,Chennai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,3000,3200,37,4.0,7,"English, Hindi",21.2,1,90
HOSP_0753,Vijayawada,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,2221,3021,29,4.3,4,"English, Kannada",5.7,1,75
HOSP_0754,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,3287,3487,33,3.6,10,"English, Hindi, Telugu",21.5,1,70
HOSP_0755,Mumbai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,914,1114,84,4.2,13,"English, Telugu",15.4,1,96
HOSP_0756,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2802,3802,87,3.6,3,"English, Tamil",6.4,1,70
HOSP_0757,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,3216,4016,79,3.5,20,"English, Hindi",18.0,1,88
HOSP_0758,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,1120,1370,31,4.0,27,"English, Telugu",14.6,1,95
HOSP_0759,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,1441,2241,40,4.3,22,"English, Hindi",2.4,0,80
HOSP_0760,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,819,1319,17,4.8,3,"English, Telugu",18.6,1,77
HOSP_0761,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,2224,3024,41,4.0,16,"English, Tamil",9.9,0,89
HOSP_0762,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,2359,3359,42,4.7,13,"English, Hindi",11.4,1,82
HOSP_0763,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,1956,2156,88,3.9,8,"English, Kannada",23.4,1,82
HOSP_0764,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,1048,1248,51,3.6,8,"English, Telugu",18.3,1,74
HOSP_0765,Bangalore,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,552,1552,84,4.2,12,"English, Hindi",20.5,1,71
HOSP_0766,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,3357,3607,53,4.2,6,"English, Kannada",14.0,0,83
HOSP_0767,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,3047,3847,16,4.6,5,"English, Tamil",12.6,0,70
HOSP_0768,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,1461,1961,52,4.5,20,"English, Telugu",2.7,0,83
HOSP_0769,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,1366,1616,40,3.7,12,"English, Hindi, Telugu",7.8,1,60
HOSP_0770,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,770,1570,35,4.6,14,"English, Kannada",4.2,1,92
HOSP_0771,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,323,623,74,3.7,15,"English, Hindi, Telugu",6.7,1,75
HOSP_0772,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,1246,1546,49,4.0,7,"English, Hindi",0.9,1,87
HOSP_0773,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,2335,2635,24,4.7,16,"English, Kannada",17.1,0,91
HOSP_0774,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,684,984,70,4.4,12,"English, Telugu",8.0,1,66
HOSP_0775,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,1101,1301,63,4.7,22,"English, Hindi, Telugu",6.5,1,63
HOSP_0776,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,445,1445,57,3.5,8,"English, Tamil",17.8,1,75
HOSP_0777,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,786,1086,51,3.6,28,"English, Hindi, Telugu",14.0,0,79
HOSP_0778,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,2852,3152,88,4.0,6,"English, Hindi, Telugu",14.3,0,77
HOSP_0779,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2892,3142,72,3.7,5,"English, Hindi",21.4,1,80
HOSP_0780,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,740,1040,83,3.9,24,"English, Hindi",14.9,1,84
HOSP_0781,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,1485,2485,77,4.2,19,"English, Hindi",4.4,1,90
HOSP_0782,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,1765,2765,28,4.3,23,"English, Telugu",7.5,1,63
HOSP_0783,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,1000,725,1725,43,4.0,12,"English, Telugu",3.9,1,80
HOSP_0784,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,2535,3035,75,4.1,25,"English, Hindi",23.6,0,92
HOSP_0785,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,1589,2389,68,3.7,15,"English, Hindi",17.4,1,87
HOSP_0786,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,3256,3456,28,3.7,12,"English, Tamil",13.6,1,76
HOSP_0787,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,1016,1816,73,3.8,8,"English, Hindi",16.8,0,61
HOSP_0788,Delhi,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2703,3203,68,4.9,5,"English, Hindi",20.3,0,93
HOSP_0789,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,2077,3077,16,3.6,12,"English, Kannada",24.1,1,72
HOSP_0790,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,1648,1898,33,4.0,29,"English, Tamil",4.4,0,80
HOSP_0791,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,3189,3439,40,4.3,16,"English, Tamil",21.0,1,65
HOSP_0792,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,2622,2822,65,3.5,13,"English, Hindi",22.8,1,85
HOSP_0793,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,980,1230,37,4.6,27,"English, Telugu",8.0,1,72
HOSP_0794,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,3146,3946,46,4.0,10,"English, Tamil",11.1,1,91
HOSP_0795,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,2452,3252,79,3.8,25,"English, Kannada",11.9,0,70
HOSP_0796,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,2811,3011,49,4.3,11,"English, Tamil",12.2,0,73
HOSP_0797,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,3402,4402,72,3.7,28,"English, Telugu",10.8,1,78
HOSP_0798,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,1559,1859,31,4.7,11,"English, Hindi, Telugu",2.2,1,79
HOSP_0799,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,1014,2014,66,4.1,29,"English, Kannada",15.6,1,86
HOSP_0800,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,2855,3355,82,4.3,11,"English, Kannada",16.4,1,85
HOSP_0801,Hyderabad,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,3173,3673,33,3.6,19,"English, Hindi, Telugu",1.7,1,61
HOSP_0802,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,3064,4064,72,4.4,16,"English, Hindi, Telugu",0.6,1,92
HOSP_0803,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,1000,3000,4000,76,4.8,18,"English, Telugu",6.5,0,62
HOSP_0804,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,500,3387,3887,73,4.5,13,"English, Hindi",13.5,1,71
HOSP_0805,Kadapa,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,500,1833,2333,37,4.8,3,"English, Hindi, Telugu",16.7,1,97
HOSP_0806,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,1910,2410,43,4.6,27,"English, Kannada",19.4,1,61
HOSP_0807,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,2905,3105,87,4.8,25,"English, Hindi, Telugu",11.0,1,75
HOSP_0808,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,2106,2906,79,3.9,8,"English, Kannada",14.7,1,62
HOSP_0809,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,1030,1230,71,3.8,19,"English, Hindi, Telugu",19.3,1,88
HOSP_0810,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,800,3234,4034,44,3.8,5,"English, Hindi",20.2,1,61
HOSP_0811,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,312,512,42,3.6,22,"English, Hindi",14.0,0,68
HOSP_0812,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,2262,3062,58,5.0,3,"English, Kannada",0.7,0,95
HOSP_0813,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,1688,1888,89,4.8,20,"English, Kannada",4.3,0,84
HOSP_0814,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,200,1334,1534,78,3.5,20,"English, Hindi",17.4,1,73
HOSP_0815,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,742,942,86,4.7,11,"English, Tamil",12.0,1,89
HOSP_0816,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,313,563,15,4.1,27,"English, Telugu",7.5,1,88
HOSP_0817,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,1606,1856,88,3.8,19,"English, Kannada",1.0,0,88
HOSP_0818,Chennai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,2693,2893,78,4.6,17,"English, Hindi, Telugu",12.4,1,83
HOSP_0819,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,3073,3373,29,3.6,29,"English, Kannada",12.3,1,60
HOSP_0820,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,2154,2654,61,3.9,19,"English, Kannada",5.4,0,69
HOSP_0821,Kadapa,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,404,654,24,4.3,9,"English, Kannada",18.1,0,74
HOSP_0822,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,800,3427,4227,82,4.0,9,"English, Telugu",17.7,1,99
HOSP_0823,Vijayawada,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,300,741,1041,47,3.6,19,"English, Hindi",8.5,0,66
HOSP_0824,Mumbai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,329,1329,37,4.2,12,"English, Tamil",21.7,1,66
HOSP_0825,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,2478,2728,49,3.7,22,"English, Telugu",23.4,1,91
HOSP_0826,Hyderabad,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,200,3147,3347,66,4.5,23,"English, Telugu",7.1,0,74
HOSP_0827,Delhi,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,767,1567,52,4.1,25,"English, Tamil",17.9,1,65
HOSP_0828,Mumbai,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,800,312,1112,57,4.8,21,"English, Hindi, Telugu",18.9,1,85
HOSP_0829,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2723,3723,43,3.9,14,"English, Hindi, Telugu",19.6,1,69
HOSP_0830,Kadapa,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,3482,3782,16,4.1,19,"English, Telugu",22.9,1,77
HOSP_0831,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,2031,2331,55,3.8,17,"English, Telugu",18.5,1,98
HOSP_0832,Vijayawada,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,2012,3012,55,3.9,7,"English, Tamil",9.9,1,83
HOSP_0833,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,800,595,1395,20,3.7,6,"English, Tamil",14.4,1,66
HOSP_0834,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,1336,1536,25,4.3,28,"English, Kannada",24.3,0,63
HOSP_0835,Vijayawada,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,250,2555,2805,47,4.2,12,"English, Hindi",22.2,1,62
HOSP_0836,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,250,1859,2109,78,3.5,6,"English, Telugu",17.5,0,89
HOSP_0837,Kadapa,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,1388,1638,18,4.8,3,"English, Tamil",7.0,0,69
HOSP_0838,Vijayawada,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,200,1891,2091,35,4.2,13,"English, Tamil",5.2,1,72
HOSP_0839,Kadapa,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,300,1181,1481,61,4.8,28,"English, Kannada",3.5,1,69
HOSP_0840,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,1000,2407,3407,27,4.6,17,"English, Hindi",14.5,1,87
HOSP_0841,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,868,1068,63,4.9,19,"English, Hindi",8.9,0,65
HOSP_0842,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,200,556,756,46,4.4,5,"English, Hindi",16.5,1,61
HOSP_0843,Delhi,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,500,1689,2189,50,4.1,19,"English, Kannada",2.3,1,63
HOSP_0844,Mumbai,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,345,1145,56,4.3,18,"English, Tamil",9.4,1,75
HOSP_0845,Delhi,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,200,2049,2249,31,4.4,17,"English, Tamil",5.2,1,90
HOSP_0846,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,2379,3379,46,4.8,15,"English, Tamil",13.2,1,69
HOSP_0847,Bangalore,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,500,772,1272,45,3.7,22,"English, Kannada",20.8,1,76
HOSP_0848,Bangalore,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,1000,2196,3196,36,4.5,18,"English, Tamil",14.1,1,94
HOSP_0849,Hyderabad,"Unexplained Weight Loss, Fatigue",Oncology Evaluation,Oncology,250,446,696,59,4.6,25,"English, Telugu",6.2,1,95
HOSP_0850,Hyderabad,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,250,3027,3277,52,3.7,11,"English, Hindi, Telugu",13.1,1,61
HOSP_0851,Chennai,"Joint Pain, Swelling",Arthritis / Fracture,Orthopedics,300,2985,3285,56,3.9,19,"English, Tamil",9.4,1,66
HOSP_0852,Bangalore,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,800,2913,3713,75,4.3,20,"English, Telugu",8.5,1,75
HOSP_0853,Delhi,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,683,1683,21,4.5,18,"English, Kannada",18.6,0,76
HOSP_0854,Mumbai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,1000,1942,2942,63,4.0,19,"English, Kannada",14.5,1,64
HOSP_0855,Chennai,"Severe Headache, Dizziness",Migraine / Neurological Concern,Neurology,300,1487,1787,17,5.0,25,"English, Hindi",15.1,1,71
HOSP_0856,Hyderabad,"Chest Pain, Shortness of Breath",Angina / Coronary Issue,Cardiology,300,1856,2156,66,4.3,22,"English, Tamil",5.0,1,69
HOSP_0857,Chennai,"Stomach Pain, Acid Reflux",Gastritis / Ulcer,Gastroenterology,250,2375,2625,67,3.7,23,"English, Kannada",13.4,1,69
